;response;response_exp;cum.response;cum.response_exp;point.pred;point.pred_exp;point.pred.lower;point.pred.lower_exp;point.pred.upper;point.pred.upper_exp;cum.pred;cum.pred_exp;cum.pred.lower;cum.pred.lower_exp;cum.pred.upper;cum.pred.upper_exp;point.effect;point.effect.lower;point.effect.upper;cum.effect;cum.effect.lower;cum.effect.upper
120;4,060443011;58;481,8606253;6766;4,021053991;55,75984524;3,682506255;39,74588266;4,356725637;78,00131124;481,8606253;6700;481,8606253;4798;481,8606253;9352;0,03938902;-0,296282627;0,377936756;0;0;0
121;3,526360525;34;485,3869858;6800;3,916193722;50,20897129;3,574363297;35,67190117;4,248207894;69,97988849;485,3869858;6751;485,3869858;4833;485,3869858;9422;-0,389833197;-0,721847369;-0,048002772;0;0;0
122;3,970291914;53;489,3572778;6853;4,000609771;54,63145253;3,650403432;38,49019108;4,354056409;77,79338556;489,3572778;6805;489,3572778;4872;489,3572778;9499;-0,030317857;-0,383764495;0,319888482;0;0;0
123;3,850147602;47;493,2074254;6900;3,874842017;48,17508687;3,5405321;34,4852639;4,201874862;66,81147599;493,2074254;6853;493,2074254;4906;493,2074254;9566;-0,024694416;-0,35172726;0,309615502;0;0;0
124;4,356708827;78;497,5641342;6978;3,922425216;50,52282507;3,563076865;35,27155616;4,275291757;71,9011139;497,5641342;6904;497,5641342;4942;497,5641342;9638;0,434283611;0,08141707;0,793631962;0;0;0
125;4,219507705;68;501,7836419;7046;3,914429137;50,12045145;3,589099556;36,20146386;4,23130564;68,80701071;501,7836419;6954;501,7836419;4978;501,7836419;9707;0,305078568;-0,011797934;0,630408149;0;0;0
126;4,007333185;55;505,7909751;7101;4,015487133;55,45030051;3,70001237;40,44780472;4,328707148;75,84616532;505,7909751;7009;505,7909751;5018;505,7909751;9783;-0,008153948;-0,321373963;0,307320815;0;0;0
127;4,060443011;58;509,8514181;7159;4,080289195;59,16257691;3,743134812;42,2301665;4,415897671;82,75609529;509,8514181;7069;509,8514181;5061;509,8514181;9865;-0,019846185;-0,35545466;0,317308199;0;0;0
128;3,912023005;50;513,7634411;7209;3,988916468;53,99635087;3,638773431;38,04514311;4,303552046;73,96204427;513,7634411;7123;513,7634411;5099;513,7634411;9939;-0,076893462;-0,391529041;0,273249574;0;0;0
129;3,951243719;52;517,7146848;7261;3,991700995;54,14691469;3,680495684;39,66605103;4,326184466;75,65507068;517,7146848;7177;517,7146848;5138;517,7146848;10015;-0,040457276;-0,374940748;0,270748035;0;0;0
130;3,663561646;39;521,3782465;7300;3,970631517;53,01800203;3,647889679;38,39355776;4,315200365;74,82861499;521,3782465;7230;521,3782465;5177;521,3782465;10090;-0,307069871;-0,651638719;0,015671967;0;0;0
131;3,784189634;44;525,1624361;7344;3,989030362;54,00250112;3,646362266;38,33495972;4,306700524;74,19527909;525,1624361;7284;525,1624361;5215;525,1624361;10164;-0,204840729;-0,52251089;0,137827368;0;0;0
132;3,988984047;54;529,1514201;7398;3,952691722;52,07535073;3,631602705;37,77330761;4,282395519;72,41370083;529,1514201;7336;529,1514201;5253;529,1514201;10236;0,036292324;-0,293411473;0,357381341;0;0;0
133;3,850147602;47;533,0015677;7445;3,922252878;50,51411881;3,58346633;35,99810616;4,257957116;70,66547453;533,0015677;7386;533,0015677;5289;533,0015677;10307;-0,072105276;-0,407809514;0,266681271;0;0;0
134;4,290459441;73;537,2920272;7518;3,980154383;53,52529697;3,636902344;37,97402389;4,313002742;74,66435047;537,2920272;7440;537,2920272;5327;537,2920272;10382;0,310305059;-0,022543301;0,653557097;0;0;0
135;4,094344562;60;541,3863717;7578;3,977810284;53,39997534;3,604917852;36,77866244;4,323779454;75,47333794;541,3863717;7493;541,3863717;5364;541,3863717;10457;0,116534278;-0,229434892;0,48942671;0;0;0
136;3,970291914;53;545,3566637;7631;3,925344668;50,67053956;3,612223583;37,04834136;4,237692043;69,24784625;545,3566637;7544;545,3566637;5401;545,3566637;10527;0,044947246;-0,26740013;0,358068331;0;0;0
137;3,951243719;52;549,3079074;7683;3,930175263;50,91590058;3,58113976;35,9144514;4,255059128;70,46098331;549,3079074;7595;549,3079074;5436;549,3079074;10597;0,021068455;-0,30381541;0,370103958;0;0;0
138;4,110873864;61;553,4187812;7744;3,972930678;53,14003918;3,632122942;37,79296377;4,289733264;72,9470083;553,4187812;7648;553,4187812;5474;553,4187812;10670;0,137943187;-0,1788594;0,478750922;0;0;0
139;4,025351691;56;557,4441329;7800;4,022875914;55,86152797;3,704173188;40,61645127;4,355568573;77,91111093;557,4441329;7704;557,4441329;5515;557,4441329;10748;0,002475777;-0,330216883;0,321178502;0;0;0
140;3,784189634;44;561,2283226;7844;4,022552941;55,84348912;3,681574238;39,70885608;4,336171476;76,41442412;561,2283226;7760;561,2283226;5555;561,2283226;10824;-0,238363307;-0,551981842;0,102615396;0;0;0
141;3,850147602;47;565,0784702;7891;4,028438602;56,17313412;3,722190793;41,35489497;4,35738834;78,05302003;565,0784702;7816;565,0784702;5596;565,0784702;10902;-0,178291;-0,507240738;0,127956808;0;0;0
142;3,931825633;51;569,0102958;7942;3,925794024;50,69331381;3,589174652;36,20418256;4,26832209;71,40172939;569,0102958;7867;569,0102958;5632;569,0102958;10974;0,006031608;-0,336496457;0,34265098;0;0;0
143;4,077537444;59;573,0878332;8001;3,947607933;51,8112824;3,613298126;37,08817278;4,30303116;73,92352849;573,0878332;7918;573,0878332;5669;573,0878332;11048;0,129929511;-0,225493716;0,464239318;0;0;0
144;4,189654742;66;577,277488;8067;4,154454351;63,71718782;3,833196401;46,21000813;4,498487973;89,88112581;577,277488;7982;577,277488;5715;577,277488;11138;0,035200391;-0,308833231;0,356458341;0;0;0
145;4,219507705;68;581,4969957;8135;4,030631555;56,29645434;3,699507625;40,42739403;4,371261654;79,14342034;581,4969957;8038;581,4969957;5756;581,4969957;11217;0,18887615;-0,151753949;0,52000008;0;0;0
146;3,80666249;45;585,3036582;8180;4,058497574;57,88727439;3,737771544;42,00428108;4,387529288;80,44142566;585,3036582;8096;585,3036582;5798;585,3036582;11297;-0,251835085;-0,580866798;0,068890946;0;0;0
147;4,094344562;60;589,3980027;8240;3,996295166;54,3962472;3,651754857;38,54224288;4,343622724;76,98593356;589,3980027;8151;589,3980027;5836;589,3980027;11374;0,098049396;-0,249278162;0,442589705;0;0;0
148;4,007333185;55;593,4053359;8295;3,971302199;53,05357221;3,622322001;37,42436641;4,304163548;74,00728601;593,4053359;8204;593,4053359;5874;593,4053359;11448;0,036030986;-0,296830363;0,385011185;0;0;0
149;3,970291914;53;597,3756278;8348;4,01072351;55,1867843;3,675903619;39,48431954;4,361065112;78,34053144;597,3756278;8259;597,3756278;5913;597,3756278;11526;-0,040431596;-0,390773198;0,294388294;0;0;0
150;4,127134385;62;601,5027622;8410;4,064119952;58,21365514;3,744497971;42,28777221;4,405193188;81,87495859;601,5027622;8317;601,5027622;5956;601,5027622;11608;0,063014433;-0,278058803;0,382636414;0;0;0
151;4,127134385;62;605,6298966;8472;4,050997813;57,45475753;3,719442117;41,24137981;4,393236897;80,90186663;605,6298966;8375;605,6298966;5997;605,6298966;11689;0,076136573;-0,266102512;0,407692268;0;0;0
152;4,127134385;62;609,757031;8534;4,077512759;58,99854358;3,740832859;42,13306647;4,421630777;83,2319074;609,757031;8434;609,757031;6039;609,757031;11772;0,049621626;-0,294496392;0,386301526;0;0;0
153;4,007333185;55;613,7643642;8589;4,113648521;61,16948908;3,798056457;44,61439017;4,453055899;85,88901151;613,7643642;8495;613,7643642;6084;613,7643642;11858;-0,106315336;-0,445722714;0,209276729;0;0;0
154;3,970291914;53;617,7346561;8642;4,072124136;58,68147774;3,769010708;43,33717049;4,415662282;82,73661775;617,7346561;8553;617,7346561;6127;617,7346561;11941;-0,101832223;-0,445370369;0,201281206;0;0;0
155;3,970291914;53;621,704948;8695;4,068093558;58,44543347;3,753330134;42,66291895;4,421707405;83,23828552;621,704948;8612;621,704948;6170;621,704948;12024;-0,097801644;-0,451415491;0,216961779;0;0;0
156;4,343805422;77;626,0487534;8772;3,990222401;54,06691255;3,658193886;38,79121822;4,328635205;75,84070886;626,0487534;8666;626,0487534;6208;626,0487534;12100;0,353583021;0,015170217;0,685611535;0;0;0
157;4,025351691;56;630,0741051;8828;4,182374227;65,52123096;3,835765134;46,32886189;4,505779253;90,53886925;630,0741051;8731;630,0741051;6255;630,0741051;12191;-0,157022536;-0,480427562;0,189586557;0;0;0
158;4,406719247;82;634,4808244;8910;4,263991319;71,09317346;3,897357798;49,27209015;4,605590965;100,0420867;634,4808244;8803;634,4808244;6304;634,4808244;12291;0,142727928;-0,198871717;0,509361449;0;0;0
159;4,356708827;78;638,8375332;8988;4,255998243;70,52718536;3,91133645;49,96568401;4,590471818;98,54091255;638,8375332;8873;638,8375332;6354;638,8375332;12389;0,100710583;-0,233762991;0,445372377;0;0;0
160;3,891820298;49;642,7293535;9037;4,228889446;68,64096036;3,890368618;48,92891929;4,532599241;92,99997655;642,7293535;8942;642,7293535;6403;642,7293535;12482;-0,337069148;-0,640778943;0,00145168;0;0;0
161;3,951243719;52;646,6805972;9089;4,076185431;58,92028516;3,736889701;41,96725624;4,394720527;81,02198418;646,6805972;9001;646,6805972;6445;646,6805972;12563;-0,124941713;-0,443476809;0,214354018;0;0;0
162;4,248495242;70;650,9290924;9159;4,095046553;60,04213421;3,754362764;42,70699672;4,451395107;85,74648615;650,9290924;9061;650,9290924;6488;650,9290924;12649;0,153448689;-0,202899865;0,494132478;0;0;0
163;4,343805422;77;655,2728979;9236;4,112716678;61,1125153;3,793049583;44,39156984;4,436915583;84,51386327;655,2728979;9122;655,2728979;6532;655,2728979;12734;0,231088744;-0,093110161;0,550755839;0;0;0
164;4,248495242;70;659,5213931;9306;4,065257809;58,27993169;3,736744946;41,96118173;4,380017079;79,83939696;659,5213931;9180;659,5213931;6574;659,5213931;12813;0,183237433;-0,131521837;0,511750296;0;0;0
165;4,17438727;65;663,6957804;9371;4,063364721;58,16970702;3,730802963;41,71258837;4,388783937;80,54241474;663,6957804;9238;663,6957804;6616;663,6957804;12894;0,111022549;-0,214396667;0,443584307;0;0;0
166;3,988984047;54;667,6847644;9425;4,043490961;57,02506804;3,726721504;41,54268711;4,355808892;77,9298367;667,6847644;9295;667,6847644;6657;667,6847644;12972;-0,054506915;-0,366824846;0,262262543;0;0;0
167;3,951243719;52;671,6360081;9477;3,958851797;52,39712888;3,650932504;38,51056056;4,284879501;72,59379874;671,6360081;9348;671,6360081;6696;671,6360081;13044;-0,007608079;-0,333635783;0,300311215;0;0;0
168;3,17805383;24;674,814062;9501;3,876043369;48,23299688;3,521686398;33,84145053;4,21949292;67,99899458;674,814062;9396;674,814062;6730;674,814062;13112;-0,697989539;-1,041439089;-0,343632568;0;0;0
169;3,258096538;26;678,0721585;9527;3,685064861;39,84770691;3,307105182;27,30596516;4,046231028;57,18153479;678,0721585;9436;678,0721585;6757;678,0721585;13170;-0,426968323;-0,78813449;-0,049008644;0;0;0
170;3,713572067;41;681,7857306;9568;3,885553362;48,69388036;3,530325583;34,13507961;4,233097046;68,93038247;681,7857306;9484;681,7857306;6791;681,7857306;13239;-0,171981295;-0,519524979;0,183246484;0;0;0
171;4,276666119;72;686,0623967;9640;4,052129908;57,51983866;3,723053486;41,39058693;4,391403341;80,75366443;686,0623967;9542;686,0623967;6832;686,0623967;13319;0,224536211;-0,114737222;0,553612633;0;0;0
172;4,127134385;62;690,1895311;9702;4,098409491;60,24439209;3,742879868;42,21940157;4,442877543;85,01923657;690,1895311;9602;690,1895311;6875;690,1895311;13404;0,028724894;-0,315743158;0,384254517;0;0;0
173;3,871201011;48;694,0607321;9750;4,070904549;58,60995422;3,726245183;41,52290419;4,394585137;81,01101534;694,0607321;9661;694,0607321;6916;694,0607321;13485;-0,199703539;-0,523384126;0,144955828;0;0;0
174;4,110873864;61;698,171606;9811;4,118186671;61,44771626;3,773597142;43,5363901;4,436029472;84,43900775;698,171606;9722;698,171606;6960;698,171606;13570;-0,007312807;-0,325155608;0,337276722;0;0;0
175;4,262679877;71;702,4342858;9882;4,146524959;63,21394709;3,802481614;44,81225331;4,470019034;87,35838578;702,4342858;9785;702,4342858;7004;702,4342858;13657;0,116154919;-0,207339157;0,460198264;0;0;0
176;4,204692619;67;706,6389785;9949;4,06867533;58,47944527;3,755708647;42,76451403;4,418303895;82,95546478;706,6389785;9844;706,6389785;7047;706,6389785;13740;0,13601729;-0,213611275;0,448983972;0;0;0
177;4,127134385;62;710,7661128;10011;4,011311691;55,21925365;3,687264135;39,93543939;4,361438804;78,36981216;710,7661128;9899;710,7661128;7087;710,7661128;13818;0,115822695;-0,234304419;0,43987025;0;0;0
178;4,158883083;64;714,9249959;10075;4,059169035;57,92615647;3,716854928;41,13481849;4,385883494;80,30914452;714,9249959;9957;714,9249959;7128;714,9249959;13899;0,099714048;-0,227000411;0,442028155;0;0;0
179;4,276666119;72;719,201662;10147;4,105893998;60,69698326;3,732635454;41,78909641;4,442392053;84,97797057;719,201662;10018;719,201662;7170;719,201662;13984;0,170772121;-0,165725934;0,544030665;0;0;0
180;3,871201011;48;723,0728631;10195;4,082053626;59,26705733;3,747934905;42,43336252;4,405657054;81,91294637;723,0728631;10077;723,0728631;7213;723,0728631;14066;-0,210852615;-0,534456043;0,123266106;0;0;0
181;3,988984047;54;727,0618471;10249;3,99649034;54,40686495;3,651883904;38,54721693;4,342115877;76,87001486;727,0618471;10131;727,0618471;7251;727,0618471;14143;-0,007506293;-0,35313183;0,337100143;0;0;0
182;3,951243719;52;731,0130908;10301;3,967788117;52,86746476;3,664171793;39,02380298;4,28620328;72,68996051;731,0130908;10184;731,0130908;7290;731,0130908;14215;-0,016544398;-0,334959562;0,287071926;0;0;0
183;3,526360525;34;734,5394513;10335;3,789318712;44,22625918;3,447925231;31,43510404;4,131845692;62,29279023;734,5394513;10229;734,5394513;7322;734,5394513;14278;-0,262958187;-0,605485168;0,078435293;0;0;0
184;3,258096538;26;737,7975479;10361;3,774035537;43,55548042;3,439597825;31,17441808;4,149398239;63,39583965;737,7975479;10272;737,7975479;7353;737,7975479;14341;-0,515938999;-0,891301701;-0,181501287;0;0;0
185;3,784189634;44;741,5817375;10405;3,876673519;48,26340044;3,507334903;33,35924357;4,231071755;68,79091969;741,5817375;10320;741,5817375;7386;741,5817375;14410;-0,092483885;-0,446882121;0,276854731;0;0;0
186;3,970291914;53;745,5520294;10458;4,051765032;57,49885484;3,726519396;41,53429187;4,388774877;80,54168507;745,5520294;10378;745,5520294;7428;745,5520294;14490;-0,081473118;-0,418482964;0,243772518;0;0;0
187;4,094344562;60;749,646374;10518;4,031988893;56,37291953;3,668958806;39,21105828;4,372102926;79,21002954;749,646374;10434;749,646374;7467;749,646374;14569;0,062355669;-0,277758364;0,425385756;0;0;0
188;4,17438727;65;753,8207613;10583;4,177953247;65,23220227;3,853244516;47,14578061;4,506794042;90,63079369;753,8207613;10499;753,8207613;7514;753,8207613;14660;-0,003565977;-0,332406772;0,321142753;0;0;0
189;4,158883083;64;757,9796443;10647;3,99861318;54,5224847;3,682339184;39,73924284;4,31941864;75,14492931;757,9796443;10554;757,9796443;7554;757,9796443;14735;0,160269903;-0,160535556;0,476543899;0;0;0
190;3,912023005;50;761,8916674;10697;4,06634286;58,34320269;3,748474256;42,45625517;4,378948904;79,75416006;761,8916674;10612;761,8916674;7596;761,8916674;14815;-0,154319855;-0,466925899;0,16354875;0;0;0
191;3,912023005;50;765,8036904;10747;4,176530683;65,13947126;3,840411244;46,54461168;4,500368658;90,05032298;765,8036904;10677;765,8036904;7643;765,8036904;14905;-0,264507677;-0,588345653;0,071611762;0;0;0
192;4,317488114;75;770,1211785;10822;4,134939489;62,48580986;3,815428952;45,39622499;4,460584028;86,53803496;770,1211785;10740;770,1211785;7688;770,1211785;14992;0,182548625;-0,143095914;0,502059162;0;0;0
193;4,189654742;66;774,3108332;10888;4,131813834;62,29080568;3,815252579;45,38821904;4,449012432;85,54242331;774,3108332;10802;774,3108332;7733;774,3108332;15077;0,057840908;-0,25935769;0,374402163;0;0;0
194;3,988984047;54;778,2998173;10942;4,106153935;60,71276271;3,743951837;42,26468373;4,476338489;87,9121912;778,2998173;10863;778,2998173;7776;778,2998173;15165;-0,117169888;-0,487354442;0,245032209;0;0;0
195;4,234106505;69;782,5339238;11011;4,188450111;65,92054222;3,851591718;47,0679225;4,508497524;90,78531324;782,5339238;10929;782,5339238;7823;782,5339238;15256;0,045656394;-0,274391019;0,382514787;0;0;0
196;4,248495242;70;786,782419;11081;4,030358704;56,28109587;3,680311362;39,65874039;4,369657022;79,0165261;786,782419;10985;786,782419;7862;786,782419;15335;0,218136538;-0,12116178;0,56818388;0;0;0
197;3,988984047;54;790,7714031;11135;4,170592185;64,75378696;3,839368849;46,49611911;4,51249679;91,14911481;790,7714031;11050;790,7714031;7909;790,7714031;15426;-0,181608138;-0,523512743;0,149615197;0;0;0
198;3,912023005;50;794,6834261;11185;4,065245791;58,27923125;3,735158688;41,89467324;4,423044688;83,34967315;794,6834261;11108;794,6834261;7951;794,6834261;15509;-0,153222785;-0,511021682;0,176864317;0;0;0
199;4,043051268;57;798,7264773;11242;4,063092231;58,15385849;3,717660028;41,16794946;4,370375306;79,07330278;798,7264773;11166;798,7264773;7992;798,7264773;15588;-0,020040963;-0,327324038;0,32539124;0;0;0
200;4,189654742;66;802,9161321;11308;4,186395552;65,78524359;3,872871515;48,08025123;4,544049411;94,07096189;802,9161321;11232;802,9161321;8040;802,9161321;15683;0,00325919;-0,354394669;0,316783227;0;0;0
201;4,418840608;83;807,3349727;11391;4,194642566;66,33001876;3,847604972;46,88064821;4,548943116;94,53244569;807,3349727;11298;807,3349727;8087;807,3349727;15777;0,224198041;-0,130102508;0,571235636;0;0;0
202;4,418840608;83;811,7538133;11474;4,275586223;71,92228946;3,894219429;49,11769855;4,615562105;101,0446102;811,7538133;11370;811,7538133;8136;811,7538133;15878;0,143254385;-0,196721497;0,524621179;0;0;0
203;4,33073334;76;816,0845466;11550;4,119228072;61,51174132;3,790512417;44,27908381;4,456883139;86,21835925;816,0845466;11432;816,0845466;8180;816,0845466;15964;0,211505268;-0,126149799;0,540220923;0;0;0
204;4,043051268;57;820,1275979;11607;4,246853858;69,88519733;3,933367681;51,07870515;4,56427638;95,99310635;820,1275979;11502;820,1275979;8231;820,1275979;16060;-0,20380259;-0,521225112;0,109683586;0;0;0
205;4,304065093;74;824,431663;11681;4,174640851;65,01648488;3,824522154;45,81090459;4,522663176;92,08049831;824,431663;11567;824,431663;8277;824,431663;16152;0,129424242;-0,218598083;0,479542939;0;0;0
206;4,17438727;65;828,6060503;11746;4,141146462;62,87486381;3,780040858;43,81783203;4,464288419;86,85920019;828,6060503;11630;828,6060503;8321;828,6060503;16239;0,033240808;-0,289901149;0,394346411;0;0;0
207;4,304065093;74;832,9101154;11820;4,166242229;64,47272261;3,85931945;47,43305983;4,515699055;91,4414663;832,9101154;11694;832,9101154;8369;832,9101154;16331;0,137822864;-0,211633962;0,444745643;0;0;0
208;4,521788577;92;837,4319039;11912;4,20836439;67,2464608;3,866014601;47,75169679;4,519317504;91,77294197;837,4319039;11761;837,4319039;8416;837,4319039;16422;0,313424187;0,002471073;0,655773976;0;0;0
209;4,007333185;55;841,4392371;11967;4,152257273;63,57734986;3,817370343;45,48444243;4,503713819;90,35206021;841,4392371;11825;841,4392371;8462;841,4392371;16513;-0,144924087;-0,496380634;0,189962842;0;0;0
210;4,025351691;56;845,4645888;12023;4,139495731;62,77115995;3,819780172;45,59418436;4,466946568;87,09039206;845,4645888;11888;845,4645888;8507;845,4645888;16600;-0,114144041;-0,441594878;0,205571518;0;0;0
211;4,304065093;74;849,7686539;12097;4,218254615;67,91484324;3,923523198;50,57832872;4,564321633;95,99745042;849,7686539;11956;849,7686539;8558;849,7686539;16696;0,085810478;-0,26025654;0,380541895;0;0;0
212;4,49980967;90;854,2684636;12187;4,250754494;70,15832642;3,916683562;50,2335717;4,598533716;99,33855029;854,2684636;12026;854,2684636;8608;854,2684636;16795;0,249055176;-0,098724046;0,583126108;0;0;0
213;4,219507705;68;858,4879713;12255;4,155811381;63,80371267;3,813168317;45,29371661;4,481720381;88,38660057;858,4879713;12090;858,4879713;8653;858,4879713;16884;0,063696324;-0,262212676;0,406339388;0;0;0
214;4,304065093;74;862,7920364;12329;4,209350594;67,31281227;3,849653425;46,97677942;4,557632621;95,35746511;862,7920364;12157;862,7920364;8700;862,7920364;16979;0,094714499;-0,253567527;0,454411669;0;0;0
215;4,454347296;86;867,2463837;12415;4,131047862;62,243111;3,770590469;43,40568697;4,479073447;88,15295644;867,2463837;12219;867,2463837;8744;867,2463837;17067;0,323299434;-0,024726151;0,683756828;0;0;0
216;4,189654742;66;871,4360384;12481;4,23980084;69,39402992;3,907136563;49,75627385;4,540343586;93,72299648;871,4360384;12289;871,4360384;8794;871,4360384;17161;-0,050146098;-0,350688844;0,282518179;0;0;0
217;4,369447852;79;875,8054863;12560;3,985702294;53,82307585;3,622975398;37,44882739;4,325157536;75,57741805;875,8054863;12342;875,8054863;8831;875,8054863;17236;0,383745558;0,044290317;0,746472454;0;0;0
218;4,127134385;62;879,9326206;12622;4,130245915;62,19321527;3,776262583;43,65258854;4,466844692;87,08152009;879,9326206;12405;879,9326206;8875;879,9326206;17324;-0,00311153;-0,339710307;0,350871802;0;0;0
219;4,430816799;84;884,3634374;12706;4,131586894;62,27667104;3,781419124;43,87826626;4,468271275;87,20583769;884,3634374;12467;884,3634374;8919;884,3634374;17411;0,299229905;-0,037454476;0,649397675;0;0;0
220;4,204692619;67;888,5681301;12773;4,136032126;62,55412148;3,796676838;44,55288175;4,447679715;85,42849542;888,5681301;12529;888,5681301;8963;888,5681301;17496;0,068660494;-0,242987096;0,408015782;0;0;0
221;4,127134385;62;892,6952644;12835;4,187891855;65,88375196;3,861350294;47,52948682;4,488168804;88,95839642;892,6952644;12595;892,6952644;9011;892,6952644;17585;-0,06075747;-0,361034419;0,265784091;0;0;0
222;4,317488114;75;897,0127526;12910;4,211404499;67,45120845;3,875875603;48,22490567;4,534145741;93,14391233;897,0127526;12663;897,0127526;9059;897,0127526;17678;0,106083615;-0,216657628;0,441612511;0;0;0
223;4,276666119;72;901,2894187;12982;4,212472006;67,52325155;3,873267707;48,099304;4,571444763;96,68369391;901,2894187;12730;901,2894187;9107;901,2894187;17775;0,064194113;-0,294778644;0,403398412;0;0;0
224;4,290459441;73;905,5798781;13055;4,169239629;64,66626306;3,799601118;44,68335753;4,528231658;92,59467716;905,5798781;12795;905,5798781;9152;905,5798781;17868;0,121219812;-0,237772217;0,490858324;0;0;0
225;4,33073334;76;909,9106115;13131;4,259278987;70,75894693;3,956598331;52,27918662;4,610813619;100,5659388;909,9106115;12866;909,9106115;9204;909,9106115;17968;0,071454353;-0,280080279;0,37413501;0;0;0
226;4,394449155;81;914,3050606;13212;4,152924146;63,61976203;3,826032726;45,88015754;4,491274572;89,23511001;914,3050606;12929;914,3050606;9250;914,3050606;18057;0,241525009;-0,096825417;0,568416429;0;0;0
227;4,343805422;77;918,648866;13289;4,047638447;57,26206983;3,674905704;39,4449372;4,347821349;77,30984814;918,648866;12987;918,648866;9289;918,648866;18135;0,296166975;-0,004015927;0,668899718;0;0;0
228;4,127134385;62;922,7760004;13351;4,263544333;71,06140288;3,937324581;51,28121888;4,610943891;100,5790405;922,7760004;13058;922,7760004;9341;922,7760004;18235;-0,136409948;-0,483809506;0,189809804;0;0;0
229;4,17438727;65;926,9503877;13416;4,097628791;60,19737765;3,775553933;43,62166509;4,442066456;84,95030647;926,9503877;13118;926,9503877;9384;926,9503877;18320;0,076758479;-0,267679186;0,398833337;0;0;0
230;4,158883083;64;931,1092708;13480;4,317670739;75,01369815;3,971996767;53,0904343;4,65578571;105,1918378;931,1092708;13193;931,1092708;9437;931,1092708;18425;-0,158787656;-0,496902626;0,186886316;0;0;0
231;4,248495242;70;935,357766;13550;4,219396516;67,99243954;3,868176034;47,8550205;4,55282607;94,90022434;935,357766;13261;935,357766;9485;935,357766;18520;0,029098726;-0,304330828;0,380319208;0;0;0
232;4,17438727;65;939,5321533;13615;4,181547663;65,46709583;3,836761853;46,37506178;4,500578531;90,06922411;939,5321533;13326;939,5321533;9531;939,5321533;18610;-0,007160393;-0,326191262;0,337625417;0;0;0
233;4,317488114;75;943,8496414;13690;4,215713109;67,74245641;3,877486042;48,30263152;4,533518301;93,0854884;943,8496414;13394;943,8496414;9580;943,8496414;18703;0,101775004;-0,216030187;0,440002072;0;0;0
234;4,204692619;67;948,054334;13757;4,197980621;66,55180195;3,82753774;45,94925981;4,51559524;91,43197381;948,054334;13461;948,054334;9626;948,054334;18795;0,006711998;-0,310902621;0,377154879;0;0;0
235;4,219507705;68;952,2738417;13825;4,217786216;67,88303944;3,85998452;47,46461662;4,54931866;94,56795347;952,2738417;13529;952,2738417;9673;952,2738417;18889;0,001721489;-0,329810955;0,359523185;0;0;0
236;4,007333185;55;956,2811749;13880;4,193248734;66,23763022;3,848940914;46,94331989;4,528820377;92,64920543;956,2811749;13595;956,2811749;9720;956,2811749;18982;-0,185915549;-0,521487191;0,158392271;0;0;0
237;4,025351691;56;960,3065266;13936;4,188425652;65,9189299;3,834186548;46,2557855;4,495739327;89,63441366;960,3065266;13661;960,3065266;9766;960,3065266;19072;-0,163073961;-0,470387637;0,191165143;0;0;0
238;4,304065093;74;964,6105917;14010;4,258868327;70,72989506;3,92176325;50,48939177;4,605193785;100,0023599;964,6105917;13731;964,6105917;9817;964,6105917;19172;0,045196766;-0,301128692;0,382301843;0;0;0
239;4,290459441;73;968,9010511;14083;4,270639017;71,56735377;3,940951442;51,46754641;4,607473603;100,2306072;968,9010511;13803;968,9010511;9868;968,9010511;19272;0,019820424;-0,317014162;0,349507999;0;0;0
240;4,33073334;76;973,2317845;14159;4,268177125;71,39137935;3,931632733;50,99016305;4,631831512;102,7019919;973,2317845;13874;973,2317845;9919;973,2317845;19375;0,062556216;-0,301098172;0,399100607;0;0;0
241;4,158883083;64;977,3906676;14223;4,33103949;76,02327094;4,022046663;55,81522395;4,664244548;106,0854125;977,3906676;13950;977,3906676;9975;977,3906676;19481;-0,172156407;-0,505361465;0,13683642;0;0;0
242;3,33220451;28;980,7228721;14251;4,052056386;57,51560983;3,708603593;40,79679781;4,396800248;81,1906626;980,7228721;14008;980,7228721;10016;980,7228721;19562;-0,719851876;-1,064595738;-0,376399083;0;0;0
243;3,931825633;51;984,6546977;14302;4,175982249;65,10375633;3,84200414;46,61881153;4,515023954;91,37975488;984,6546977;14073;984,6546977;10063;984,6546977;19653;-0,244156616;-0,583198321;0,089821492;0;0;0
244;4,343805422;77;988,9985031;14379;4,326968299;75,71439488;3,994428451;54,29479959;4,678583812;107,6175579;988,9985031;14149;988,9985031;10117;988,9985031;19761;0,016837123;-0,33477839;0,349376971;0;0;0
245;4,17438727;65;993,1728904;14444;4,329092865;75,87542608;4,010123105;55,15365981;4,674847391;107,2162037;993,1728904;14225;993,1728904;10172;993,1728904;19868;-0,154705595;-0,500460121;0,164264165;0;0;0
246;4,248495242;70;997,4213856;14514;4,311663928;74,56445563;3,98147229;53,59588488;4,63822476;103,3606946;997,4213856;14299;997,4213856;10226;997,4213856;19971;-0,063168686;-0,389729518;0,267022952;0;0;0
247;4,406719247;82;1001,828105;14596;4,340995734;76,78395768;4,002601139;54,74035226;4,648615696;104,4403083;1001,828105;14376;1001,828105;10280;1001,828105;20076;0,065723513;-0,241896449;0,404118109;0;0;0
248;4,158883083;64;1005,986988;14660;4,218322794;67,91947378;3,909205024;49,85929926;4,570937409;96,63465353;1005,986988;14444;1005,986988;10330;1005,986988;20173;-0,059439711;-0,412054326;0,24967806;0;0;0
